OrgUnit,UID,Code,Parent,Short name,Description,Opening date,Closed date,comment,Feature type,Coordinates,URL,Contact person,Address,Email,Phone number
PRY Local Education Authority Primary School Rek (31010108),pO1lzl0VpDu,31010108,zDqoh1adUj4,PRY Local Education Authority Primary School Rek,,2015-01-01,,,,,,,,,
PRY Local Education Authority Primary School Kurra - Berom (31010107),DqPoGt7B5a1,31010107,zDqoh1adUj4,PRY Local Education Authority Primary School Kur,,2005-01-01,,,,,,,,,
PRY Local Education Authority Primary School Tanabu (31010104),Spz5TWGfpOT,31010104,zDqoh1adUj4,PRY Local Education Authority Primary School Tan,,2001-01-01,,,,,,,,,
PRY Local Education Authority Primary School Hyai (31010103),fzCmzcZ0nOI,31010103,zDqoh1adUj4,PRY Local Education Authority Primary School Hya,,1987-01-01,,,,,,,,,
PRY Local Education Authority Primary School Gashish Kuk (31010102),dWCj6ZJ0BGk,31010102,zDqoh1adUj4,PRY Local Education Authority Primary School Gas,,1970-01-01,,,,,,,,,
PRY Local Education Authority Primary School Burdinga (31010101),H25y7fOXf8Q,31010101,zDqoh1adUj4,PRY Local Education Authority Primary School Bur,,2011-01-01,,,,,,,,,
PRY Local Education Authority Primary School Kworos (31010100),PFiyUiKyRl2,31010100,zDqoh1adUj4,PRY Local Education Authority Primary School Kwo,,2005-01-01,,,,,,,,,
PRY Kuzek Local Education Authority Primary School Kuzek (31010099),DmttK37N4jP,31010099,zDqoh1adUj4,PRY Kuzek Local Education Authority Primary Scho,,1998-01-01,,,,,,,,,
PRY Kushik Local Education Authority Primary School Kushik (31010098),nepeJURR9Sf,31010098,zDqoh1adUj4,PRY Kushik Local Education Authority Primary Sch,,1986-01-01,,,,,,,,,
PVT Kura Prime Gwol Prime Academy Kurra Falls (31010097),GZ8jtAcDrZx,31010097,zDqoh1adUj4,PVT Kura Prime Gwol Prime Academy Kurra Falls (3,,1997-01-01,,,,,,,,,
PRY Kugot Local Education Authority Primary School Kugot (31010096),wfL8qVUdSOU,31010096,zDqoh1adUj4,PRY Kugot Local Education Authority Primary Scho,,1977-01-01,,,,,,,,,
PRY Kpang Local Education Authority Primary School Kpang (31010094),gjorX4kgHef,31010094,zDqoh1adUj4,PRY Kpang Local Education Authority Primary Scho,,2005-01-01,,,,,,,,,
PRY Local Education Authority Primary School Kolosong (31010093),DrpNXgWDN7K,31010093,zDqoh1adUj4,PRY Local Education Authority Primary School Kol,,1998-01-01,,,,,,,,,
PRY Local Education Authority Primary School Kirka (31010092),g0ubcgybLGa,31010092,zDqoh1adUj4,PRY Local Education Authority Primary School Kir,,2006-01-01,,,,,,,,,
PRY Local Education Authority Primary School Kanakon (31010091),mcQoxqdZnWk,31010091,zDqoh1adUj4,PRY Local Education Authority Primary School Kan,,1976-01-01,,,,,,,,,
PRY Kamang Local Education Authority Primary School Kamang (31010090),M2b9BlAd5zC,31010090,zDqoh1adUj4,PRY Kamang Local Education Authority Primary Sch,,1989-01-01,,,,,,,,,
PRY Kabot Local Education Authority Primary School Kabot (31010087),vG0SRjbsBAf,31010087,zDqoh1adUj4,PRY Kabot Local Education Authority Primary Scho,,2011-01-01,,,,,,,,,
PVT Jedidiah Citadel SchoolBakin-Kogi Foron Barkin Ladi (31010086),ecqCDOBMGx5,31010086,zDqoh1adUj4,PVT Jedidiah Citadel SchoolBakin-Kogi Foron Bark,,2005-01-01,,,,,,,,,
PVT Islamic Orientation Primary School Gindin Akwati (31010083),mCSGbQ2MEcH,31010083,zDqoh1adUj4,PVT Islamic Orientation Primary School Gindin Ak,,2017-01-01,,,,,,,,,
PVT Islamic Orientation Primary School Barkin Ladi (31010082),JY5iXT2cXq1,31010082,zDqoh1adUj4,PVT Islamic Orientation Primary School Barkin La,,1986-01-01,,,,,,,,,
PVT Ideal Academy Nursery/Primary Tenti (31010079),auFufPO1zK9,31010079,zDqoh1adUj4,PVT Ideal Academy Nursery/Primary Tenti (3101007,,2017-01-01,,,,,,,,,
PVT Hiram Academy Nursery Primary SchoolSchool (31010076),vgdhlw3OUJH,31010076,zDqoh1adUj4,PVT Hiram Academy Nursery Primary SchoolSchool (,,2003-01-01,,,,,,,,,
PRY Pilot Science Science School Heipang (31010074),msGm8XnyKAP,31010074,zDqoh1adUj4,PRY Pilot Science Science School Heipang (310100,,1934-01-01,,,,,,,,,
PVT Gwol Prime Academy (31010073),qSJamXyqf5r,31010073,zDqoh1adUj4,PVT Gwol Prime Academy (31010073),,1991-01-01,,,,,,,,,
PRY Gosi Local Education Authority Primary School Gosi (31010058),IdP9FyCY2SW,31010058,zDqoh1adUj4,PRY Gosi Local Education Authority Primary Schoo,,1989-01-01,,,,,,,,,
PRY Local Education Authority Primary School Gassa (31010057),jyoCWZg8f0j,31010057,zDqoh1adUj4,PRY Local Education Authority Primary School Gas,,1990-01-01,,,,,,,,,
PRY Gassa Model School Gassa (31010056),Og1Ksodce7K,31010056,zDqoh1adUj4,PRY Gassa Model School Gassa (31010056),,1965-01-01,,,,,,,,,
PVT Foron Unity Women Association Private School (31010055),oKsNgC6QLze,31010055,zDqoh1adUj4,PVT Foron Unity Women Association Private School,,1996-01-01,,,,,,,,,
PRY Fan Razek Local Education Authority Primary School Fan Razek (31010052),xzhe6KxXlyc,31010052,zDqoh1adUj4,PRY Fan Razek Local Education Authority Primary ,,1967-01-01,,,,,,,,,
PVT Faan Staff School Nursery Primary School Heipang (31010049),YnpRfsl1Vys,31010049,zDqoh1adUj4,PVT Faan Staff School Nursery Primary School Hei,,1999-01-01,,,,,,,,,
PVT Excel Private Nursery Primary School School (31010048),ZRZDFDAuQfT,31010048,zDqoh1adUj4,PVT Excel Private Nursery Primary School School ,,2005-01-01,,,,,,,,,
PVT Ekan Primary School Sho (31010044),gi73xTAcS7V,31010044,zDqoh1adUj4,PVT Ekan Primary School Sho (31010044),,1947-01-01,,,,,,,,,
PRY Education Areas Primary School Ropp (31010043),sq1XYFS8Bny,31010043,zDqoh1adUj4,PRY Education Areas Primary School Ropp (3101004,,1945-01-01,,,,,,,,,
PRY Local Education Authority Primary School Dogo Nahauwa (31010042),wUyPhiktCAw,31010042,zDqoh1adUj4,PRY Local Education Authority Primary School Dog,,2005-01-01,,,,,,,,,
PRY Local Education Authority Primary School Dantsoho (31010039),Vz8ufHaBcAA,31010039,zDqoh1adUj4,PRY Local Education Authority Primary School Dan,,1998-01-01,,,,,,,,,
PVT Da Tok Bot Nursery And Primary School Foron (31010037),eanAi0mPTaw,31010037,zDqoh1adUj4,PVT Da Tok Bot Nursery And Primary School Foron ,,2011-01-01,,,,,,,,,
PVT Cocin Unity &Amp; Comprehensive Nursery Primary School (31010036),bluzVjtyN3B,31010036,zDqoh1adUj4,PVT Cocin Unity &Amp; Comprehensive Nursery Prim,,2008-01-01,,,,,,,,,
PVT Cocin Private School Korot (31010033),Wh7k1MEz5mq,31010033,zDqoh1adUj4,PVT Cocin Private School Korot (31010033),,2013-01-01,,,,,,,,,
PVT Cocin Private School Gwol Barkin Ladi (31010032),x49NdT6cjQj,31010032,zDqoh1adUj4,PVT Cocin Private School Gwol Barkin Ladi (31010,,1995-01-01,,,,,,,,,
PVT Cocin Private Primary School Gassa (31010031),z3a3zhav2q2,31010031,zDqoh1adUj4,PVT Cocin Private Primary School Gassa (31010031,,2001-01-01,,,,,,,,,
PVT Cocin Faith Nursery And Primary School Kara (Bichi) (31010028),TNFiOBf3k1H,31010028,zDqoh1adUj4,PVT Cocin Faith Nursery And Primary School Kara ,,2007-01-01,,,,,,,,,
PVT Cocin Divine Foundation Academy Ban Heipang (31010027),jAfDOuK555W,31010027,zDqoh1adUj4,PVT Cocin Divine Foundation Academy Ban Heipang ,,2014-01-01,,,,,,,,,
PRY Local Education Authority Primary School Chit (31010025),fxzuZXoD8cJ,31010025,zDqoh1adUj4,PRY Local Education Authority Primary School Chi,,1989-01-01,,,,,,,,,
PRY Chinakon Local Education Authority Primary School Chinakon (31010024),k7lMRvygjFy,31010024,zDqoh1adUj4,PRY Chinakon Local Education Authority Primary S,,2005-01-01,,,,,,,,,
PRY Cfi Dorowa Tsoho Primary School Cfi Dorowa Tsoho (31010023),BNQEhOmL5MI,31010023,zDqoh1adUj4,PRY Cfi Dorowa Tsoho Primary School Cfi Dorowa T,,1980-01-01,,,,,,,,,
PRY Bwom Local Education Authority Primary School Bwom (31010022),MPd4mlAV6By,31010022,zDqoh1adUj4,PRY Bwom Local Education Authority Primary Schoo,,1976-01-01,,,,,,,,,
PVT Bright Star Christian Academy Heipang (31010021),GdSFZOvQKRe,31010021,zDqoh1adUj4,PVT Bright Star Christian Academy Heipang (31010,,2008-01-01,,,,,,,,,
PVT Bright Kids Academy Private Barkin Ladi (31010019),GuNtpJLh82f,31010019,zDqoh1adUj4,PVT Bright Kids Academy Private Barkin Ladi (310,,2007-01-01,,,,,,,,,
PRY Local Education Authority Primary School Bwagafom (31010018),nDbZCKbQkNW,31010018,zDqoh1adUj4,PRY Local Education Authority Primary School Bwa,,1999-01-01,,,,,,,,,
PRY Bisichi Pss Bisichi (31010017),mAnuVzvi48n,31010017,zDqoh1adUj4,PRY Bisichi Pss Bisichi (31010017),,1954-01-01,,,,,,,,,
PVT Bethany Kids Academy Barkin Ladi (31010016),Najv9ketceL,31010016,zDqoh1adUj4,PVT Bethany Kids Academy Barkin Ladi (31010016),,2002-01-01,,,,,,,,,
PRY Bet- Zat Local Education Authority Primary School Bet- Zat (31010014),ga4NfSFmbrx,31010014,zDqoh1adUj4,PRY Bet- Zat Local Education Authority Primary S,,1979-01-01,,,,,,,,,
PRY Bawan Dodo Local Education Authority Primary School Bawan (31010013),W9m6OE3IF9h,31010013,zDqoh1adUj4,PRY Bawan Dodo Local Education Authority Primary,,1976-01-01,,,,,,,,,
PRY Bauda Local Education Authority Primary School Bauda (31010012),UlvurbEXqnF,31010012,zDqoh1adUj4,PRY Bauda Local Education Authority Primary Scho,,2006-01-01,,,,,,,,,
PRY Batabasir Local Education Authority Primary School Batabasir (31010011),Ic0ANcAlQaJ,31010011,zDqoh1adUj4,PRY Batabasir Local Education Authority Primary ,,1948-01-01,,,,,,,,,
PRY Barkin Joji Local Education Authority Primary School Barkin Joji (31010010),MFGunAbvT93,31010010,zDqoh1adUj4,PRY Barkin Joji Local Education Authority Primar,,1977-01-01,,,,,,,,,
PVT Baptist Private School Barikin Ladi (31010009),rYZWQaOSjr7,31010009,zDqoh1adUj4,PVT Baptist Private School Barikin Ladi (3101000,,1992-01-01,,,,,,,,,
PRY Baptist Dorowa Babuje Primary School Dorowa Babuje (31010008),TNlqUyjGdtX,31010008,zDqoh1adUj4,PRY Baptist Dorowa Babuje Primary School Dorowa ,,1945-01-01,,,,,,,,,
PRY Bantom Local Education Authority Primary School Ban - Tom (31010007),vMJUJuSbsrh,31010007,zDqoh1adUj4,PRY Bantom Local Education Authority Primary Sch,,2004-01-01,,,,,,,,,
PRY Ban Larwin Local Education Authority Primary School Ban Larwin (31010006),UMQ4FNnD7Qx,31010006,zDqoh1adUj4,PRY Ban Larwin Local Education Authority Primary,,1976-01-01,,,,,,,,,
PRY Pilot Science School (Primary) Bakin Kogi (31010005),yB1hSELdunL,31010005,zDqoh1adUj4,PRY Pilot Science School (Primary) Bakin Kogi (3,,1971-01-01,,,,,,,,,
PRY Bak Local Education Authority Primary School Bak (31010004),RtTkqGpX2a1,31010004,zDqoh1adUj4,PRY Bak Local Education Authority Primary School,,1991-01-01,,,,,,,,,
PVT Ajaka Memorial Nursery And Primary School Marit (31010001),gvPkkLhogpU,31010001,zDqoh1adUj4,PVT Ajaka Memorial Nursery And Primary School Ma,,2007-01-01,,,,,,,,,
PRY Awashik Mararaba Dere Nomadic Primary School (31020421),RlwtGPEbxt4,31020421,owKOerbGKuo,PRY Awashik Mararaba Dere Nomadic Primary School,,2017-01-01,,,,,,,,,
PVT Zion International School (31020420),nq1uuoap9cX,31020420,owKOerbGKuo,PVT Zion International School (31020420),,2012-01-01,,,,,,,,,
PVT Methodist High Nursery And Primary School Kisship (31020418),xpqhipfibMz,31020418,owKOerbGKuo,PVT Methodist High Nursery And Primary School Ki,,2021-01-01,,,,,,,,,
PVT St Williams Nursery And Primary School Kwall (31020411),GNsVjDNeqvI,31020411,owKOerbGKuo,PVT St Williams Nursery And Primary School Kwall,,2012-01-01,,,,,,,,,
PVT Mustard Miracle Academy Nursery And Primary SchoolJebbu Bassa (31020407),OUQ0In1YC3M,31020407,owKOerbGKuo,PVT Mustard Miracle Academy Nursery And Primary ,,2014-01-01,,,,,,,,,
PVT Breadwinners Assisted Education Nursery And Primary School Kissaygyip Jebbu Bassa (31020405),N2kAeGhOeVU,31020405,owKOerbGKuo,PVT Breadwinners Assisted Education Nursery And ,,2013-01-01,,,,,,,,,
PVT Bassa Comprehensive Primary School Jebu Bassa (31020404),n77jEBT1Yqf,31020404,owKOerbGKuo,PVT Bassa Comprehensive Primary School Jebu Bass,,2018-01-01,,,,,,,,,
PVT St Paul Private School (31020401),e2HyMGk5pVy,31020401,owKOerbGKuo,PVT St Paul Private School (31020401),,2015-01-01,,,,,,,,,
PRY Local Education Authority Primary School Buromi (31020398),pZzlfqdoUUC,31020398,owKOerbGKuo,PRY Local Education Authority Primary School Bur,,2012-01-01,,,,,,,,,
PVT Bright Hope Acadrmy Nursery And Primary School Tsaya (31020397),IXTxYKx5CxI,31020397,owKOerbGKuo,PVT Bright Hope Acadrmy Nursery And Primary Scho,,2018-01-01,,,,,,,,,
PVT Al-Misbah Nursary And Primary School Jebbu Bassa (31020393),etkfHSPpCDl,31020393,owKOerbGKuo,PVT Al-Misbah Nursary And Primary School Jebbu B,,2014-01-01,,,,,,,,,
PVT Saint Patrick Firm Foundation (31020391),PvNIaJ0jArx,31020391,owKOerbGKuo,PVT Saint Patrick Firm Foundation (31020391),,2020-01-01,,,,,,,,,
PRY Local Government Education Authority Rotsu (31020387),CUr4tU0DnWB,31020387,owKOerbGKuo,PRY Local Government Education Authority Rotsu (,,2010-01-01,,,,,,,,,
PVT City Of Refuge International School Dutse Kura (31020385),sJcSoUWIWLe,31020385,owKOerbGKuo,PVT City Of Refuge International School Dutse Ku,,2016-01-01,,,,,,,,,
PVT Great Leaders Academy Dutse Kura (31020384),XHpMODbD0XE,31020384,owKOerbGKuo,PVT Great Leaders Academy Dutse Kura (31020384),,2021-01-01,,,,,,,,,
PVT Awulo Alive Free School Agingi (31020383),F9OKdMpkDOy,31020383,owKOerbGKuo,PVT Awulo Alive Free School Agingi (31020383),,2021-01-01,,,,,,,,,
PVT Nufena School Agingi (31020381),xjUQRbNoxXH,31020381,owKOerbGKuo,PVT Nufena School Agingi (31020381),,2010-01-01,,,,,,,,,
PRY Local Education Authority Primary School Udozoh (31020379),EMPng4uVx0A,31020379,owKOerbGKuo,PRY Local Education Authority Primary School Udo,,2017-01-01,,,,,,,,,
PRY Local Government Education Authority Kuyek (31020372),a4lFuUmXP4Y,31020372,owKOerbGKuo,PRY Local Government Education Authority Kuyek (,,2016-01-01,,,,,,,,,
PRY Local Government Education Authority Kishi Ii (31020371),G8H7VweAcZY,31020371,owKOerbGKuo,PRY Local Government Education Authority Kishi I,,2016-01-01,,,,,,,,,
PVT Open Heaven Divine Academy Trade And Technical College (31020368),lPkMt1X9eU6,31020368,owKOerbGKuo,PVT Open Heaven Divine Academy Trade And Technic,,2021-01-01,,,,,,,,,
PVT Kingston International Academy Jebu Bassa (31020360),ZZHr65iewoQ,31020360,owKOerbGKuo,PVT Kingston International Academy Jebu Bassa (3,,2021-01-01,,,,,,,,,
PVT Anglican Heritage Academy Ncheyu Kwall (31020358),H6P1lAFaO9r,31020358,owKOerbGKuo,PVT Anglican Heritage Academy Ncheyu Kwall (3102,,2013-01-01,,,,,,,,,
PVT New Rainbow Academy Danmangu Zodu (31020357),uuXZgTvyJkf,31020357,owKOerbGKuo,PVT New Rainbow Academy Danmangu Zodu (31020357),,2019-01-01,,,,,,,,,
PVT Baptist Model Primary Ansa (31020350),oXAZvA9oLc7,31020350,owKOerbGKuo,PVT Baptist Model Primary Ansa (31020350),,2010-01-01,,,,,,,,,
PVT Cherish Golden Eaglets Kisahyip (31020347),Sf08FXO9OZH,31020347,owKOerbGKuo,PVT Cherish Golden Eaglets Kisahyip (31020347),,2019-01-01,,,,,,,,,
PVT Rhema International Academy Bassa (31020343),iEuaU2DVw8Y,31020343,owKOerbGKuo,PVT Rhema International Academy Bassa (31020343),,2020-01-01,,,,,,,,,
PVT Perfect Private School Jebbu Bassa (31020334),LbpFK1gtcbz,31020334,owKOerbGKuo,PVT Perfect Private School Jebbu Bassa (31020334,,2022-01-01,,,,,,,,,
PVT Effective Mission School Nursery And Primary (31020330),wsi5Y3dYWGQ,31020330,owKOerbGKuo,PVT Effective Mission School Nursery And Primary,,2016-01-01,,,,,,,,,
PRY Ecwa Transfered Pilot Science Pry School Jebu Bassa (31020326),C6g0vvvAn7m,31020326,owKOerbGKuo,PRY Ecwa Transfered Pilot Science Pry School Jeb,,1949-01-01,,,,,,,,,
PRY Zodu Local Education Authority Primary School (31020322),YWOClR6C9Fh,31020322,owKOerbGKuo,PRY Zodu Local Education Authority Primary Schoo,,2000-01-01,,,,,,,,,
PRY Zike Local Education Authority Primary School Zike (31020320),wxq1RnYhLnG,31020320,owKOerbGKuo,PRY Zike Local Education Authority Primary Schoo,,2006-01-01,,,,,,,,,
PRY Zashi Local Education Authority Primary School (31020318),RSmFScFUFHx,31020318,owKOerbGKuo,PRY Zashi Local Education Authority Primary Scho,,1997-01-01,,,,,,,,,
PRY Zagun Ecwa Primary School Zagun (31020316),bDCmtTNEpRa,31020316,owKOerbGKuo,PRY Zagun Ecwa Primary School Zagun (31020316),,1942-01-01,,,,,,,,,
PRY Tsika Local Education Authority Primary School (31020301),EnYH3mw5V9m,31020301,owKOerbGKuo,PRY Tsika Local Education Authority Primary Scho,,2008-01-01,,,,,,,,,
PRY Tidere Lga Primary School Tidere Lga (31020298),FfqcERA303A,31020298,owKOerbGKuo,PRY Tidere Lga Primary School Tidere Lga (310202,,1975-01-01,,,,,,,,,
PVT The Light Ark International Nursery And Primary School (31020296),dwl3skFw3kk,31020296,owKOerbGKuo,PVT The Light Ark International Nursery And Prim,,2012-01-01,,,,,,,,,
PRY Tasha-Masunna Local Education Authority Primary School (31020293),X3BbUIIs1AA,31020293,owKOerbGKuo,PRY Tasha-Masunna Local Education Authority Prim,,1998-01-01,,,,,,,,,
PRY Local Education Authority Primary School Tariya (31020292),ih3h2jfZOL2,31020292,owKOerbGKuo,PRY Local Education Authority Primary School Tar,,1976-01-01,,,,,,,,,
PRY Taagbe Local Education Authority Primary School Taagbe (31020290),O61GyJF1SsU,31020290,owKOerbGKuo,PRY Taagbe Local Education Authority Primary Sch,,1950-01-01,,,,,,,,,
PRY Local Education Authority Primary School L Shinkafi (31020286),hJAfXOjPMw1,31020286,owKOerbGKuo,PRY Local Education Authority Primary School L S,,2003-01-01,,,,,,,,,
PRY Sheaken Local Education Authority Primary School (31020284),PC7k2gCaj3j,31020284,owKOerbGKuo,PRY Sheaken Local Education Authority Primary Sc,,2005-01-01,,,,,,,,,
PRY Seventh Day Adventist Transfer School Jengrebassa (31020280),qtNJ06AlW1U,31020280,owKOerbGKuo,PRY Seventh Day Adventist Transfer School Jengre,,1947-01-01,,,,,,,,,
PRY Local Education Authority Primary School  Sarari (31020277),KbOVWavXVbJ,31020277,owKOerbGKuo,PRY Local Education Authority Primary School  Sa,,1978-01-01,,,,,,,,,
PRY Rumfan Gwamna Local Education Authority Primary School (31020272),i5v4Z5xwTtT,31020272,owKOerbGKuo,PRY Rumfan Gwamna Local Education Authority Prim,,1954-01-01,,,,,,,,,
PVT Royal Heritage Model School (31020269),CApBJ9Pe6HC,31020269,owKOerbGKuo,PVT Royal Heritage Model School (31020269),,2016-01-01,,,,,,,,,
PRY Rikwe Chongu Local Education Authority Primary School Rikwe Chongu (31020266),ioAel2Xoc5D,31020266,owKOerbGKuo,PRY Rikwe Chongu Local Education Authority Prima,,1997-01-01,,,,,,,,,
PRY Ranwianku Local Education Authority Primary School Ranwianku (31020261),u7PPjkVBMLW,31020261,owKOerbGKuo,PRY Ranwianku Local Education Authority Primary ,,1988-01-01,,,,,,,,,
PRY Local Education Authority Primary School  Radde (31020256),hOdAfmbbmLA,31020256,owKOerbGKuo,PRY Local Education Authority Primary School  Ra,,2000-01-01,,,,,,,,,
PVT Praise Academy Kissaloi Bassa (31020255),wvf184FeO4Z,31020255,owKOerbGKuo,PVT Praise Academy Kissaloi Bassa (31020255),,2017-01-01,,,,,,,,,
PRY Plateau School For The Deaf Rukuba Bassa (31020254),j4rtYtCRX6j,31020254,owKOerbGKuo,PRY Plateau School For The Deaf Rukuba Bassa (31,,1977-01-01,,,,,,,,,
PRY Pan/Dauda Primary School Pan/Dauda (31020252),b925J26hyGg,31020252,owKOerbGKuo,PRY Pan/Dauda Primary School Pan/Dauda (31020252,,1976-01-01,,,,,,,,,
PRY Padaman Shanu Local Education Authority Primary School Padaman Shanu (31020251),ANk8Hr6Mrp1,31020251,owKOerbGKuo,PRY Padaman Shanu Local Education Authority Prim,,1976-01-01,,,,,,,,,
PVT Pace-Setter Nursery And Primary School Jengre (31020250),H3vqj2rXnaO,31020250,owKOerbGKuo,PVT Pace-Setter Nursery And Primary School Jengr,,2002-01-01,,,,,,,,,
PRY Orri-Dam Local Education Authority Primary School Orri-Dam (31020248),d5CbFuCyJeo,31020248,owKOerbGKuo,PRY Orri-Dam Local Education Authority Primary S,,1976-01-01,,,,,,,,,
PRY Nkienzha Local Education Authority Primary School Nkienzha (31020244),yheMErxR3Ay,31020244,owKOerbGKuo,PRY Nkienzha Local Education Authority Primary S,,2013-01-01,,,,,,,,,
PRY Nkiendonwro Local Education Authority Primary School Nkiendonwro (31020243),dFMPTGtHCqY,31020243,owKOerbGKuo,PRY Nkiendonwro Local Education Authority Primar,,1991-01-01,,,,,,,,,
PRY Ngbra-Zongo Local Education Authority Primary School Ngbra-Zongo (31020242),nqe3mo9pBuS,31020242,owKOerbGKuo,PRY Ngbra-Zongo Local Education Authority Primar,,1998-01-01,,,,,,,,,
PRY Ncha Local Education Authority Primary School Ncha (31020241),HYJuNU081Cy,31020241,owKOerbGKuo,PRY Ncha Local Education Authority Primary Schoo,,2001-01-01,,,,,,,,,
